epoch,dice_inner_0,dice_inner_1,dice_inner_2,dice_inner_3,dice_inner_4,loss,val_dice_inner_0,val_dice_inner_1,val_dice_inner_2,val_dice_inner_3,val_dice_inner_4,val_loss
22,0.9940924644470215,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
23,0.9940925240516663,3.865494946353465e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052607536316,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
24,0.9940926432609558,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053203582764,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
25,0.9940919876098633,3.8654931699966255e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053203582764,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
26,0.9940923452377319,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937060356140137,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
27,0.9940922260284424,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053799629211,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
28,0.9940921068191528,3.865494946353465e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
29,0.994092583656311,3.8654960121675686e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052607536316,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
30,0.9940925240516663,3.8654928147252576e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052011489868,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
31,0.9940919280052185,3.86549245945389e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052011489868,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
32,0.9940924644470215,3.86549245945389e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052011489868,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
33,0.9940926432609558,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053203582764,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
34,0.9940924644470215,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937050223350525,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
35,0.9940923452377319,3.865492104182522e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052011489868,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
36,0.9940920472145081,3.865493880539361e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937049031257629,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
37,0.9940921664237976,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937049031257629,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
38,0.9940926432609558,3.865494235810729e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052011489868,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
39,0.9940928220748901,3.8654928147252576e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052607536316,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
40,0.9940922856330872,3.865493880539361e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937057375907898,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
41,0.9940922856330872,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052607536316,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
42,0.9940922856330872,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.693705677986145,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
43,0.9940927028656006,3.865493880539361e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053799629211,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
44,0.9940918684005737,3.8654931699966255e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.693705141544342,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
45,0.9940924644470215,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937056183815002,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
46,0.9940929412841797,3.865494235810729e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053203582764,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
47,0.9940923452377319,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.693705141544342,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
48,0.9940930008888245,3.8654931699966255e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053799629211,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
49,0.9940925240516663,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
50,0.9940924644470215,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937056183815002,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
51,0.9940924048423767,3.865493880539361e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052011489868,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
52,0.9940924048423767,3.865494235810729e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937049627304077,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
53,0.9940922856330872,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
54,0.9940925240516663,3.8654928147252576e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053799629211,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
55,0.9940925240516663,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937050819396973,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
56,0.9940928816795349,3.8654931699966255e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
57,0.994092583656311,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
58,0.9940925240516663,3.8654928147252576e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.693705677986145,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
59,0.9940921664237976,3.865494235810729e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052607536316,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
60,0.9940929412841797,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937057971954346,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
61,0.9940928220748901,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
62,0.9940929412841797,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054395675659,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
63,0.9940919876098633,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052607536316,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
64,0.9940924048423767,3.865493880539361e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937049627304077,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
65,0.9940927624702454,3.865494235810729e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054395675659,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
66,0.9940926432609558,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937055587768555,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
67,0.994091808795929,3.8654931699966255e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053203582764,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
68,0.9940924644470215,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937050819396973,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
69,0.9940926432609558,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054395675659,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
70,0.9940922856330872,3.8654928147252576e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937050819396973,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
71,0.9940922856330872,3.865493880539361e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054395675659,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
72,0.9940915703773499,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054395675659,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
73,0.9940921664237976,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937050819396973,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
74,0.994091808795929,3.865494946353465e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053799629211,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
75,0.9940922260284424,3.8654928147252576e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937049627304077,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
76,0.9940926432609558,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052607536316,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
77,0.994092583656311,3.865494591082097e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
78,0.9940920472145081,3.8654931699966255e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052011489868,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
79,0.9940919876098633,3.8654928147252576e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053799629211,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
80,0.9940919280052185,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937049031257629,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
81,0.9940927028656006,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.693705677986145,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
82,0.9940919280052185,3.865494235810729e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937055587768555,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
83,0.9940927028656006,3.86549245945389e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052011489868,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
84,0.9940921664237976,3.865493880539361e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052607536316,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
85,0.9940922260284424,3.865492104182522e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052607536316,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
86,0.9940922260284424,3.8654931699966255e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
87,0.9940924048423767,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937055587768555,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
88,0.9940927028656006,3.8654931699966255e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054395675659,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
89,0.9940922856330872,3.865493880539361e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.693705141544342,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
90,0.9940920472145081,3.8654931699966255e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.693705677986145,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
91,0.994093120098114,3.865493880539361e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052011489868,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
92,0.9940928220748901,3.865493880539361e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937055587768555,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
93,0.9940928220748901,3.865495301624833e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.693705677986145,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
94,0.9940921664237976,3.86549245945389e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937050819396973,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
95,0.9940924048423767,3.865494235810729e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
96,0.9940928220748901,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937057375907898,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
97,0.9940926432609558,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054395675659,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
98,0.9940919876098633,3.865494235810729e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.693705141544342,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
99,0.9940928816795349,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937056183815002,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
100,0.9940925240516663,3.8654928147252576e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
101,0.9940921664237976,3.865494946353465e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052607536316,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
102,0.9940922260284424,3.865491748911154e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052011489868,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
103,0.9940922260284424,3.865492104182522e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937050223350525,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
104,0.9940924644470215,3.8654928147252576e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
105,0.9940927624702454,3.865494235810729e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054991722107,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
106,0.9940926432609558,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053799629211,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
107,0.9940924048423767,3.865494946353465e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937056183815002,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
108,0.994092583656311,3.8654935252679934e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937055587768555,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
109,0.9940924048423767,3.865492104182522e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053799629211,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
110,0.9940922856330872,3.865494946353465e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937053203582764,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
111,0.9940923452377319,3.865494946353465e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937052607536316,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
112,0.9940918684005737,3.865494235810729e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937050819396973,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
113,0.9940921068191528,3.8654931699966255e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937057375907898,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
114,0.9940921068191528,3.8654928147252576e-08,0.6489999890327454,3.8759392917420143e-10,0.7829999923706055,0.6937054395675659,0.9905961155891418,3.34566614412779e-08,0.2935323417186737,3.875965381983093e-10,0.6915422677993774,0.7831665873527527
