epoch,dice_inner_0,dice_inner_1,dice_inner_2,dice_inner_3,dice_inner_4,f1-score,loss,val_dice_inner_0,val_dice_inner_1,val_dice_inner_2,val_dice_inner_3,val_dice_inner_4,val_f1-score,val_loss
24,0.9961032271385193,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382201790809631,0.5210927128791809,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.6254943013191223
25,0.9961032867431641,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382207751274109,0.5210883021354675,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625491201877594
26,0.9961031675338745,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382202982902527,0.5210856199264526,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625489354133606
27,0.9961031675338745,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382205367088318,0.5210842490196228,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.62548828125
28,0.996103048324585,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382203578948975,0.5210832953453064,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.6254868507385254
29,0.9961033463478088,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382205367088318,0.5210830569267273,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.6254866719245911
30,0.9961032271385193,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382206559181213,0.5210820436477661,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.6254865527153015
31,0.9961031079292297,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382210731506348,0.5210756659507751,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.6254864931106567
32,0.9961033463478088,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382206559181213,0.5210743546485901,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.6254864931106567
33,0.9961031079292297,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.838220477104187,0.5210731625556946,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
34,0.9961031675338745,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382207751274109,0.5210731029510498,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
35,0.9961035847663879,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382207155227661,0.5210733413696289,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
36,0.9961031079292297,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382208347320557,0.5210736989974976,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
37,0.9961031079292297,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382205367088318,0.5210732817649841,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
38,0.996103048324585,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382205367088318,0.521073579788208,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
39,0.9961032867431641,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382205367088318,0.5210731625556946,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
40,0.996103048324585,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382206559181213,0.5210731625556946,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
41,0.9961029291152954,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382206559181213,0.5210732221603394,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
42,0.9961032271385193,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382206559181213,0.5210732221603394,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
43,0.9961034655570984,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.83822101354599,0.5210734009742737,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
44,0.9961032271385193,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.838220477104187,0.5210732817649841,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
45,0.996103048324585,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382205367088318,0.5210732221603394,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
46,0.9961034655570984,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382205963134766,0.5210738182067871,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
47,0.9961035251617432,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382205963134766,0.5210731029510498,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
48,0.996103048324585,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.83822101354599,0.5210731029510498,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
49,0.9961032867431641,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382209539413452,0.5210732817649841,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
50,0.9961032867431641,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382204174995422,0.5210729837417603,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
51,0.9961031079292297,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382208347320557,0.5210735201835632,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
52,0.9961031675338745,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.838220477104187,0.5210738778114319,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
53,0.9961034059524536,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382207751274109,0.5210734009742737,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
54,0.9961031675338745,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382206559181213,0.5210731625556946,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
55,0.9961032867431641,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382207155227661,0.5210731625556946,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
56,0.9961031079292297,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382204174995422,0.521073043346405,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
57,0.9961033463478088,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382208943367004,0.5210733413696289,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
58,0.996103048324585,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382205367088318,0.5210738182067871,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
59,0.9961031079292297,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382206559181213,0.521073043346405,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
60,0.9961029887199402,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.838220477104187,0.5210732817649841,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
61,0.9961028695106506,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382202386856079,0.5210731029510498,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
62,0.9961032271385193,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382207155227661,0.5210734009742737,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
63,0.9961029887199402,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382206559181213,0.5210731029510498,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
64,0.9961033463478088,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382208347320557,0.521073043346405,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
65,0.9961032271385193,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382205367088318,0.5210735201835632,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
66,0.996103048324585,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382207155227661,0.5210733413696289,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
67,0.9961028099060059,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382203578948975,0.521073579788208,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
68,0.9961028695106506,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382205963134766,0.521073043346405,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
69,0.996103048324585,0.7630000114440918,0.6489999890327454,1.0,0.7829999923706055,0.8382207751274109,0.5210732221603394,0.9930126070976257,0.6732673048973083,0.3465346395969391,1.0,0.6534653306007385,0.7332559823989868,0.625486433506012
